ItemID,ItemName,Korean,UnlockedFlag,Type,Quality
593,Mars,화성,1,Passive,0
594,Jupiter,목성,1,Passive,2
595,Saturnus,토성,1,Passive,2
596,Uranus,천왕성,1,Passive,3
597,Neptunus,해왕성,1,Passive,3
598,Pluto,명왕성,1,Passive,3
599,Voodoo Head,부두 머리,1,Passive,2
600,Eye Drops,점안약,1,Passive,3
601,Act of Contrition,참회의 기도,1,Passive,3
602,Member Card,멤버쉽 카드,1,Passive,2
603,Battery Pack,배터리 팩,1,Passive,0
604,Mom's Bracelet,엄마의 팔찌,1,Active,1
605,The Scooper,둥근 숟갈,1,Active,0
606,Ocular Rift,오큘러 리프트,1,Passive,2
607,Boiled Baby,종양 아기,1,Passive,1
608,Freezer Baby,얼려버리는 아기,1,Passive,2
609,Eternal D6,이터널 주사위,1,Active,3
610,Bird Cage,새장,1,Passive,0
611,Larynx,후두,1,Active,2
612,Lost Soul,잃어버린 영혼,1,Passive,1
614,Blood Bombs,혈액 폭탄,1,Passive,2
615,Lil Dumpy,꼬마 덤피,1,Passive,3
616,Bird's Eye,버즈아이,1,Passive,3
617,Lodestone,자철석,1,Passive,2
618,Rotten Tomato,썩은 토마토,1,Passive,2
619,Birthright,생득권,1,Passive,3
621,Red Stew,붉은 스튜,1,Passive,2
622,Genesis,창세기,1,Active,2
623,Sharp Key,날카로운 열쇠,1,Active,1
624,Booster Pack,부스터 팩,1,Passive,1
625,Mega Mush,거대버섯,1,Active,4
626,Knife Piece 1,칼 조각 1,1,Passive,0
627,Knife Piece 2,칼 조각 2,1,Passive,0
628,Death Certificate,사망 증명서,1,Active,4
629,Bot Fly,로봇 파리,1,Passive,3
631,Meat Cleaver,고기 도축칼,1,Active,0
632,Evil Charm,사악한 부적,1,Passive,1
633,Dogma,신조,1,Passive,3
634,Purgatory,연옥,1,Passive,1
635,Stitches,봉제인형,1,Active,1
636,R Key,R 키,1,Active,4
637,Knockout Drops,KO 물약,1,Passive,2
638,Eraser,지우개,1,Active,1
639,Yuck Heart,역겨운 하트,1,Active,1
640,Urn of Souls,영혼의 항아리,1,Active,3
641,Akeldama,아겔다마,1,Passive,1
642,Magic Skin,마법의 피부,1,Active,2
643,Revelation,계시,1,Passive,4
644,Consolation Prize,위로상,1,Passive,1
645,Tinytoma,타이니토마,1,Passive,1
646,Brimstone Bombs,유황불 폭탄,1,Passive,2
647,4.5 Volt,4.5볼트 건전지,1,Passive,2
649,Fruity Plum,탱탱한 플럼,1,Passive,1
650,Plum Flute,플럼 피리,1,Active,1
651,Star of Bethlehem,베들레헴의 별,1,Passive,3
652,Cube Baby,큐브 아기,1,Passive,1
653,Vade Retro,사탄아 물렀거라,1,Active,1
654,False PHD,위조 학위,1,Passive,2
655,Spin to Win,룰렛 팽이,1,Active,0
657,Vasculitis,혈관염,1,Passive,1
658,Giant Cell,거대한 세포,1,Passive,1
659,Tropicamide,산동약,1,Passive,1
660,Card Reading,카드점,1,Passive,3
661,Quints,다섯 쌍둥이,1,Passive,2
663,Tooth and Nail,이빨과 손톱,1,Passive,2
664,Binge Eater,폭식가,1,Passive,4
665,Guppy's Eye,구피의 눈,1,Passive,2
667,Strawman,밀짚인형,1,Passive,1
668,Dad's Note,아빠의 쪽지,1,Passive,0
669,Sausage,소세지,1,Passive,3
670,Options?,선택권?,1,Passive,2
671,Candy Heart,캔디 하트,1,Passive,1
672,A Pound of Flesh,살점 한 덩이,1,Passive,0
673,Redemption,회개,1,Passive,2
674,Spirit Shackles,영혼의 족쇄,1,Passive,1
675,Cracked Orb,깨진 오브,1,Passive,1
676,Empty Heart,비어있는 심장,1,Passive,1
677,Astral Projection,유체이탈,1,Passive,1
678,C Section,제왕절개,1,Passive,4
679,Lil Abaddon,꼬마 아바돈,1,Passive,2
680,Montezuma's Revenge,몬테주마의 복수,1,Passive,2
681,Lil Portal,꼬마 포탈,1,Passive,0
682,Worm Friend,지렁이 친구,1,Passive,3
683,Bone Spurs,골국,1,Passive,2
684,Hungry Soul,굶주린 영혼,1,Passive,2
685,Jar of Wisps,도깨비불 든 병,1,Active,1
686,Soul Locket,영혼 로켓,1,Passive,1
687,Friend Finder,친구 찾기,1,Active,2
688,Inner Child,내면의 아이,1,Passive,2
689,Glitched Crown,글리치 왕관,1,Passive,4
690,Belly Jelly,벨리 젤리,1,Passive,3
691,Sacred Orb,성스러운 오브,1,Passive,4
692,Sanguine Bond,핏빛 결속,1,Passive,1
693,The Swarm,파리 군단,1,Passive,2
694,Heartbreak,비탄,1,Passive,3
695,Bloody Gust,피의 돌풍,1,Passive,2
696,Salvation,구원,1,Passive,3
697,Vanishing Twin,사라진 쌍둥이,1,Passive,1
698,Twisted Pair,뒤틀린 한 쌍,1,Passive,4
699,Azazel's Rage,아자젤의 분노,1,Passive,2
700,Echo Chamber,반향효과,1,Passive,3
701,Isaac's Tomb,아이작의 무덤,1,Passive,2
702,Vengeful Spirit,복수심의 영혼,1,Passive,1
703,Esau Jr.,에사우 주니어,1,Active,1
704,Berserk!,폭주!,1,Active,1
705,Dark Arts,흑마술,1,Active,1
706,Abyss,무저갱,1,Active,3
707,Supper,만찬,1,Passive,1
708,Stapler,스테이플러,1,Passive,3
709,Suplex!,수플렉스!,1,Active,1
710,Bag of Crafting,조합 가방,1,Active,3
711,Flip,뒤집기,1,Active,4
712,Lemegeton,마도서 레메게톤,1,Active,3
713,Sumptorium,섬토리움,1,Active,3
714,Recall,복귀,1,Active,0
715,Hold,저장,1,Active,0
716,Keeper's Sack,키퍼의 자루,1,Passive,3
717,Keeper's Kin,키퍼의 친척,1,Passive,2
719,Keeper's Box,키퍼의 상자,1,Active,1
720,Everything Jar,모든 게 담긴 병,1,Active,2
721,TMTRAINER,,1,Passive,0
722,Anima Sola,아니마 솔라,1,Active,3
723,Spindown Dice,스핀다운 주사위,1,Active,4
724,Hypercoagulation,과응고,1,Passive,2
725,IBS,,1,Passive,0
726,Hemoptysis,각혈,1,Passive,1
727,Ghost Bombs,유령 폭탄,1,Passive,1
728,Gello,겔로,1,Active,3
729,Decap Attack,참수 공격,1,Active,1
730,Glass Eye,의안,1,Passive,3
731,Stye,다래끼,1,Passive,2
732,Mom's Ring,엄마의 반지,1,Passive,3
